CUSTOMER_ID,ORDER_NUMBER,MATERIAL_NUMBER
ZY080000266056,1,1680
ZY080000266056,1,1597
ZY080000266056,1,837
ZY080000266056,1,431
ZY080000266056,1,2603
ZY080000266056,1,2001
ZY080000266056,1,648
ZY080000266056,1,2317
ZY080000266056,1,335
ZY080000266056,1,733
ZY080000266056,1,1171
ZY080000266056,1,916
ZY080000266056,1,820
ZY080000266056,1,1384
ZY080000266056,1,1677
ZY080000266056,1,1786
ZY080000266056,1,2629
ZY080000266056,1,494
ZY080000266056,1,378
ZY080000266056,1,1597
ZY080000266056,1,286
ZY080000266056,1,1382
ZY080000266056,2,1597
ZY080000266056,2,1388
ZY080000266056,2,1597
ZY080000266056,2,1680
ZY080000266056,2,1597
ZY080000266056,2,837
ZY080000266056,2,1793
ZY080000266056,2,2527
ZY080000266056,2,494
ZY080000266056,2,378
ZY080000266056,2,1597
ZY080000266056,2,286
ZY080000266056,2,1382
ZY080000266056,2,513
ZY080000266056,2,1928
ZY080000266056,3,1597
ZY080000266056,3,1388
ZY080000266056,3,1597
ZY080000266056,3,1680
ZY080000266056,3,1597
ZY080000266056,3,837
ZY080000266056,3,494
ZY080000266056,3,378
ZY080000266056,3,1597
ZY080000266056,3,286
ZY080000266056,3,1382
ZY080000266056,3,1939
ZY080000266056,3,1597
ZY080000266056,3,1576
ZY080000266056,3,1597
ZY080000266056,3,1319
ZY080000266056,3,805
ZY080000266056,3,2176
ZY080000266056,4,1597
ZY080000266056,4,1388
ZY080000266056,4,1597
ZY080000266056,4,1680
ZY080000266056,4,1597
ZY080000266056,4,837
ZY080000266056,4,494
ZY080000266056,4,378
ZY080000266056,4,1597
ZY080000266056,4,286
ZY080000266056,4,1382
ZY080000266056,4,1939
ZY080000266056,4,805
ZY080000266056,4,2176
ZY080000266056,5,1597
ZY080000266056,5,1388
ZY080000266056,5,1597
ZY080000266056,5,1680
ZY080000266056,5,1597
ZY080000266056,5,837
ZY080000266056,5,494
ZY080000266056,5,378
ZY080000266056,5,1597
ZY080000266056,5,286
ZY080000266056,5,1382
ZY080000266056,5,1939
ZY080000266056,5,805
ZY080000266056,5,2176
ZY080000266056,5,2197
ZY080000266056,5,2197
ZY080000266056,5,934
ZY080000266056,6,1597
ZY080000266056,6,1388
ZY080000266056,6,1597
ZY080000266056,6,1680
ZY080000266056,6,1597
ZY080000266056,6,837
ZY080000266056,6,494
ZY080000266056,6,378
ZY080000266056,6,1597
ZY080000266056,6,286
ZY080000266056,6,1382
ZY080000266056,6,1939
ZY080000266056,6,805
ZY080000266056,6,2176
ZY080000266056,7,1597
ZY080000266056,7,1388
ZY080000266056,7,1597
ZY080000266056,7,1680
ZY080000266056,7,494
ZY080000266056,7,378
ZY080000266056,7,1597
ZY080000266056,7,286
ZY080000266056,7,1382
ZY080000266056,7,1939
ZY080000266056,7,805
ZY080000266056,7,2176
ZY080000266056,8,1597
ZY080000266056,8,1388
ZY080000266056,8,1597
ZY080000266056,8,1680
ZY080000266056,8,494
ZY080000266056,8,378
ZY080000266056,8,1597
ZY080000266056,8,286
ZY080000266056,8,1382
ZY080000266056,8,1939
ZY080000266056,8,805
ZY080000266056,8,2176
ZY080000266056,8,1728
ZY270000171609,1,494
ZY270000171609,1,378
ZY270000171609,1,1562
ZY270000171609,1,286
ZY270000171609,1,1199
ZY270000171609,1,1597
ZY270000171609,1,150
ZY270000171609,1,1597
ZY270000171609,1,544
ZY270000171609,2,494
ZY270000171609,2,378
ZY270000171609,2,1562
ZY270000171609,2,1199
ZY270000171609,2,1597
ZY270000171609,2,150
ZY270000171609,3,494
ZY270000171609,3,378
ZY270000171609,3,1562
ZY270000171609,3,1199
ZY270000171609,3,1597
ZY270000171609,3,150
ZY270000171609,4,494
ZY270000171609,4,378
ZY270000171609,4,1562
ZY270000171609,4,1199
ZY270000171609,4,1597
ZY270000171609,4,150
ZY270000171609,4,286
ZY270000171609,4,1728
ZY270000171609,5,494
ZY270000171609,5,378
ZY270000171609,5,1562
ZY270000171609,5,1597
ZY270000171609,6,494
ZY270000171609,6,378
ZY270000171609,6,1562
ZY270000171609,6,1597
ZY270000171609,7,494
ZY270000171609,7,378
ZY270000171609,7,1562
ZY270000171609,7,1597
ZY270000171609,8,494
ZY270000171609,8,378
ZY270000171609,8,1562
ZY270000171609,8,1597
ZY270000171609,9,494
ZY270000171609,9,378
ZY270000171609,9,1562
ZY270000171609,9,1597
ZY270000171609,10,494
ZY270000171609,10,378
ZY270000171609,10,1562
ZY270000171609,10,1597
ZY270000171609,11,494
ZY270000171609,11,378
ZY270000171609,11,1562
ZY270000171609,11,1597
ZY160000244370,1,494
ZY160000244370,1,378
ZY160000244370,1,1171
ZY160000244370,1,2035
ZY160000244370,1,1055
ZY160000244370,1,2533
ZY160000244370,1,431
ZY160000244370,1,2603
ZY160000244370,1,2317
ZY160000244370,1,2001
ZY160000244370,1,335
ZY160000244370,1,916
ZY160000244370,1,2596
ZY160000244370,1,1943
ZY160000244370,1,457
ZY160000244370,1,1677
ZY160000244370,1,2483
ZY160000244370,1,1384
ZY160000244370,1,1597
ZY160000244370,1,286
ZY160000244370,2,494
ZY160000244370,2,378
ZY160000244370,2,1597
ZY160000244370,2,286
ZY160000244370,3,494
ZY160000244370,3,378
ZY160000244370,3,1597
ZY160000244370,3,286
ZY160000244370,4,494
ZY160000244370,4,378
ZY160000244370,4,1597
ZY160000244370,4,286
ZY160000244370,5,494
ZY160000244370,5,378
ZY160000244370,5,1597
ZY160000244370,5,286
ZY160000244370,5,1597
ZY160000244370,5,605
ZY160000244370,5,1597
ZY160000244370,5,2382
ZY160000244370,5,2671
ZY160000244370,5,2237
ZY160000244370,6,494
ZY160000244370,6,378
ZY160000244370,6,1597
ZY160000244370,6,286
ZY160000244370,7,494
ZY160000244370,7,378
ZY160000244370,7,1597
ZY160000244370,7,286
ZY160000244370,8,494
ZY160000244370,8,378
ZY160000244370,8,1597
ZY160000244370,8,286
ZY160000244370,9,494
ZY160000244370,9,378
ZY160000244370,9,1597
ZY160000244370,9,286
ZY160000244370,10,494
ZY160000244370,10,378
ZY160000244370,10,1597
ZY160000244370,10,286
ZY160000244370,11,494
ZY160000244370,11,378
ZY160000244370,11,1597
ZY160000244370,11,286
ZY160000244370,12,494
ZY160000244370,12,378
ZY160000244370,12,1597
ZY160000244370,12,286
ZY160000244370,13,494
ZY160000244370,13,378
ZY160000244370,13,1597
ZY160000244370,13,286
ZY160000244370,13,1728
ZY160000244370,13,494
ZY160000244370,13,378
ZY160000244370,14,1597
ZY160000244370,14,286
ZY160000244370,14,494
ZY160000244370,14,378
ZY160000244370,14,1728
ZY160000244370,15,1597
ZY160000244370,15,286
ZY160000244370,15,494
ZY160000244370,15,378
ZY060000251059,1,494
ZY060000251059,1,378
ZY060000251059,1,1171
ZY060000251059,1,802
ZY060000251059,1,347
ZY060000251059,1,1846
ZY060000251059,1,1357
ZY060000251059,1,1055
ZY060000251059,1,2533
ZY060000251059,1,431
ZY060000251059,1,2603
ZY060000251059,1,1000
ZY060000251059,1,2001
ZY060000251059,1,1644
ZY060000251059,1,2317
ZY060000251059,1,1384
ZY060000251059,1,2483
ZY060000251059,1,1786
ZY060000251059,1,1677
ZY060000251059,1,916
ZY060000251059,1,1864
ZY060000251059,2,494
ZY060000251059,2,378
ZY060000251059,3,494
ZY060000251059,3,378
ZY060000251059,3,494
ZY060000251059,3,378
ZY060000251059,4,1439
ZY060000251059,4,1650
ZY060000251059,4,1507
ZY060000251059,4,1489
ZY060000251059,4,427
ZY060000251059,4,2470
ZY060000251059,4,1823
ZY060000251059,4,1749
ZY060000251059,4,2620
ZY060000251059,4,805
ZY060000251059,4,2515
ZY060000251059,4,1597
ZY060000251059,4,1576
ZY060000251059,4,1597
ZY060000251059,4,2508
ZY060000251059,4,494
ZY060000251059,4,378
ZY060000251059,4,1597
ZY060000251059,4,634
ZY060000251059,4,1597
ZY060000251059,4,151
ZY060000251059,5,2508
ZY060000251059,5,188
ZY060000251059,5,2494
ZY060000251059,5,382
ZY060000251059,5,228
ZY060000251059,5,2225
ZY060000251059,5,1695
ZY060000251059,5,1635
ZY060000251059,5,1635
ZY060000251059,5,798
ZY060000251059,5,798
ZY060000251059,5,1200
ZY060000251059,5,494
ZY060000251059,5,378
ZY060000251059,5,1635
ZY060000251059,5,1635
ZY060000251059,5,1695
ZY060000251059,5,1635
ZY060000251059,5,1635
ZY060000251059,5,1635
ZY060000251059,5,601
ZY060000251059,5,1635
ZY060000251059,5,1635
ZY060000251059,6,2508
ZY060000251059,6,188
ZY060000251059,6,2494
ZY060000251059,6,382
ZY060000251059,6,228
ZY060000251059,6,2225
ZY060000251059,6,378
ZY060000251059,6,1259
ZY060000251059,6,798
ZY060000251059,6,798
ZY060000251059,6,1200
ZY060000251059,6,1695
ZY060000251059,6,1635
ZY060000251059,6,1635
ZY060000251059,6,601
ZY060000251059,6,1635
ZY060000251059,6,1635
ZY060000251059,7,2508
ZY060000251059,7,228
ZY060000251059,7,2225
ZY060000251059,7,378
ZY060000251059,7,1259
ZY060000251059,7,494
ZY060000251059,7,798
ZY060000251059,7,798
ZY060000251059,7,1635
ZY060000251059,7,1635
ZY060000251059,7,601
ZY060000251059,7,1635
ZY060000251059,7,1635
ZY060000251059,8,2508
ZY060000251059,8,228
ZY060000251059,8,2225
ZY060000251059,8,378
ZY060000251059,8,601
ZY060000251059,8,494
ZY060000251059,8,798
ZY060000251059,8,798
ZY060000251059,8,1635
ZY060000251059,8,1635
ZY060000251059,8,601
ZY060000251059,8,1635
ZY060000251059,8,1635
ZY060000251059,9,2508
ZY060000251059,9,228
ZY060000251059,9,2225
ZY060000251059,9,378
ZY060000251059,9,601
ZY060000251059,9,494
ZY060000251059,9,798
ZY060000251059,9,798
ZY060000251059,9,1635
ZY060000251059,9,1635
ZY060000251059,9,601
ZY060000251059,9,1635
ZY060000251059,9,1635
ZY060000251059,10,2508
ZY060000251059,10,228
ZY060000251059,10,2225
ZY060000251059,10,378
ZY060000251059,10,601
ZY060000251059,10,494
ZY060000251059,10,798
ZY060000251059,10,798
ZY060000251059,10,1635
ZY060000251059,10,1635
ZY060000251059,10,1635
ZY060000251059,10,601
ZY060000251059,10,1635
ZY060000251059,10,1635
ZY060000251059,11,2508
ZY060000251059,11,228
ZY060000251059,11,2225
ZY060000251059,11,378
ZY060000251059,11,601
ZY060000251059,11,494
ZY060000251059,11,798
ZY060000251059,11,798
ZY060000251059,11,1635
ZY060000251059,11,1635
ZY060000251059,11,601
ZY060000251059,11,1635
ZY060000251059,11,1635
ZY060000251059,12,2508
ZY060000251059,12,228
ZY060000251059,12,2225
ZY060000251059,12,378
ZY060000251059,12,601
ZY060000251059,12,494
ZY060000251059,12,798
ZY060000251059,12,798
ZY060000251059,12,1635
ZY060000251059,12,1635
ZY060000251059,12,601
ZY060000251059,12,1635
ZY060000251059,12,1635
ZY060000251059,13,2508
ZY060000251059,13,228
ZY060000251059,13,2225
ZY060000251059,13,378
ZY060000251059,13,601
ZY060000251059,13,494
ZY060000251059,13,798
ZY060000251059,13,798
ZY060000251059,13,601
ZY060000251059,13,1635
ZY060000251059,13,1635
ZY060000251059,14,2508
ZY060000251059,14,228
ZY060000251059,14,2225
ZY060000251059,14,378
ZY060000251059,14,601
ZY060000251059,14,494
ZY060000251059,14,798
ZY060000251059,14,798
ZY060000251059,14,601
ZY060000251059,14,1635
ZY060000251059,14,1635
ZY060000251059,14,1728
ZY100000265888,1,2035
ZY100000265888,1,1171
ZY100000265888,1,1338
ZY100000265888,1,494
ZY100000265888,1,378
ZY100000265888,1,838
ZY100000265888,1,1055
ZY100000265888,1,2533
ZY100000265888,1,2603
ZY100000265888,1,1000
ZY100000265888,1,1775
ZY100000265888,1,2001
ZY100000265888,1,2317
ZY100000265888,1,335
ZY100000265888,1,1374
ZY100000265888,1,916
ZY100000265888,1,633
ZY100000265888,1,1577
ZY100000265888,1,1597
ZY100000265888,1,633
ZY100000265888,2,837
ZY100000265888,2,1597
ZY100000265888,2,1838
ZY100000265888,2,1576
ZY100000265888,2,1597
ZY100000265888,2,1597
ZY100000265888,2,494
ZY100000265888,2,378
ZY100000265888,2,1597
ZY100000265888,2,1537
ZY100000265888,2,2676
ZY100000265888,2,1597
ZY100000265888,2,1597
ZY100000265888,2,1597
ZY100000265888,2,1255
ZY100000265888,2,1597
ZY100000265888,2,2066
ZY100000265888,2,805
ZY100000265888,2,2164
ZY100000265888,3,494
ZY100000265888,3,378
ZY100000265888,3,805
ZY100000265888,3,2164
ZY100000265888,4,494
ZY100000265888,4,378
ZY100000265888,4,805
ZY100000265888,4,2164
ZY100000265888,4,2006
ZY100000265888,4,102
ZY100000265888,4,283
ZY100000265888,4,2006
ZY100000265888,4,283
ZY100000265888,5,494
ZY100000265888,5,378
ZY100000265888,5,805
ZY100000265888,5,2164
ZY100000265888,5,2006
ZY100000265888,5,102
ZY100000265888,5,283
ZY100000265888,6,494
ZY100000265888,6,378
ZY100000265888,6,805
ZY100000265888,6,2164
ZY100000265888,6,2006
ZY100000265888,6,102
ZY100000265888,6,283
ZY100000265888,7,494
ZY100000265888,7,378
ZY100000265888,7,805
ZY100000265888,7,2164
ZY100000265888,7,2006
ZY100000265888,7,102
ZY100000265888,7,283
ZY100000265888,7,1652
ZY100000265888,8,2164
ZY100000265888,8,494
ZY100000265888,8,378
ZY100000265888,8,805
ZY100000265888,8,2164
ZY100000265888,8,2006
ZY100000265888,8,102
ZY100000265888,8,283
ZY100000265888,8,1597
ZY100000265888,8,1537
ZY100000265888,8,1597
ZY100000265888,8,1597
ZY100000265888,8,1255
ZY100000265888,8,1597
ZY100000265888,8,2066
ZY100000265888,8,837
ZY100000265888,8,1597
ZY100000265888,8,1838
ZY100000265888,8,1576
ZY100000265888,8,1597
ZY100000265888,8,805
ZY100000265888,9,2164
ZY100000265888,9,1537
ZY100000265888,9,1597
ZY100000265888,9,1597
ZY100000265888,9,1597
ZY100000265888,9,1255
ZY100000265888,9,494
ZY100000265888,9,378
ZY100000265888,9,805
ZY100000265888,9,2164
ZY100000265888,9,2006
ZY100000265888,9,102
ZY100000265888,9,283
ZY100000265888,9,805
ZY100000265888,9,1597
ZY100000265888,9,2066
ZY100000265888,9,837
ZY100000265888,9,1597
ZY100000265888,9,1838
ZY100000265888,9,1576
ZY100000265888,9,1597
ZY100000265888,9,1728
ZY010000268002,1,2317
ZY010000268002,1,1336
ZY010000268002,1,916
ZY010000268002,1,1786
ZY010000268002,1,1677
ZY010000268002,1,2483
ZY010000268002,1,494
ZY010000268002,1,378
ZY010000268002,1,1384
ZY010000268002,1,431
ZY010000268002,1,2603
ZY010000268002,1,1000
ZY010000268002,1,347
ZY010000268002,1,1846
ZY010000268002,1,1357
ZY010000268002,1,1171
ZY010000268002,1,1055
ZY010000268002,1,2533
ZY010000268002,2,494
ZY010000268002,2,378
ZY010000268002,3,494
ZY010000268002,3,378
ZY010000268002,4,494
ZY010000268002,4,378
ZY010000268002,5,494
ZY010000268002,5,378
ZY010000268002,6,494
ZY010000268002,6,378
ZY010000268002,7,1125
ZY010000268002,7,1650
ZY010000268002,7,2178
ZY010000268002,7,712
ZY010000268002,7,494
ZY010000268002,7,378
ZY010000268002,8,1597
ZY010000268002,8,634
ZY010000268002,8,1597
ZY010000268002,8,1597
ZY010000268002,8,2671
ZY010000268002,8,903
ZY010000268002,8,382
ZY010000268002,8,69
ZY010000268002,8,1695
ZY010000268002,8,2494
ZY010000268002,8,1749
ZY010000268002,8,1823
ZY010000268002,8,2470
ZY010000268002,8,793
ZY010000268002,8,427
ZY010000268002,8,494
ZY010000268002,8,378
ZY010000268002,9,382
ZY010000268002,9,69
ZY010000268002,9,1695
ZY010000268002,9,2494
ZY010000268002,9,494
ZY010000268002,9,378
ZY010000268002,9,1749
ZY010000268002,9,1823
ZY010000268002,9,2470
ZY010000268002,9,793
ZY010000268002,9,427
ZY010000268002,10,382
ZY010000268002,10,494
ZY010000268002,10,378
ZY010000268002,11,382
ZY010000268002,11,494
ZY010000268002,11,378
ZY010000268002,12,382
ZY010000268002,12,494
ZY010000268002,12,378
ZY010000268002,13,382
ZY010000268002,13,494
ZY010000268002,13,378
ZY010000268002,14,382
ZY010000268002,14,494
ZY010000268002,14,378
ZY010000268002,14,1635
ZY010000268002,14,1635
ZY010000268002,14,2277
ZY010000268002,14,1155
ZY010000268002,14,601
ZY010000268002,15,382
ZY010000268002,15,494
ZY010000268002,15,378
ZY010000268002,16,382
ZY010000268002,16,494
ZY010000268002,16,378
ZY010000268002,17,382
ZY010000268002,17,494
ZY010000268002,17,378
ZY010000268002,18,382
ZY010000268002,18,494
ZY010000268002,18,378
ZY010000268002,18,1635
ZY010000268002,18,1635
ZY010000268002,19,382
ZY010000268002,19,494
ZY010000268002,19,378
ZY010000268002,20,382
ZY010000268002,20,494
ZY010000268002,20,378
ZY010000268002,20,1635
ZY010000268002,20,1635
ZY010000268002,20,2151
ZY010000268002,20,1597
ZY010000268002,20,903
ZY010000268002,20,1625
ZY180000236377,1,2317
ZY180000236377,1,1210
ZY180000236377,1,1677
ZY180000236377,1,457
ZY180000236377,1,1384
ZY180000236377,1,2045
ZY180000236377,1,1597
ZY180000236377,1,2382
ZY180000236377,1,1597
ZY180000236377,1,286
ZY180000236377,1,494
ZY180000236377,1,378
ZY180000236377,1,335
ZY180000236377,1,2596
ZY180000236377,1,760
ZY180000236377,1,2174
ZY180000236377,1,916
ZY180000236377,1,1171
ZY180000236377,1,1055
ZY180000236377,1,2533
ZY180000236377,1,431
ZY180000236377,1,2603
ZY180000236377,1,1000
ZY180000236377,1,2001
ZY180000236377,2,286
ZY180000236377,2,494
ZY180000236377,2,378
ZY180000236377,3,286
ZY180000236377,3,494
ZY180000236377,3,378
ZY180000236377,4,286
ZY180000236377,4,494
ZY180000236377,4,378
ZY140000254172,1,494
ZY140000254172,1,378
ZY140000254172,1,1597
ZY140000254172,1,2382
ZY140000254172,1,1597
ZY140000254172,1,2045
ZY140000254172,1,805
ZY140000254172,1,2035
ZY140000254172,1,1171
ZY140000254172,1,1055
ZY140000254172,1,2533
ZY140000254172,1,2317
ZY140000254172,1,1775
ZY140000254172,1,2001
ZY140000254172,1,2629
ZY140000254172,1,2483
ZY140000254172,1,1786
ZY140000254172,1,2383
ZY140000254172,1,1210
ZY140000254172,1,335
ZY140000254172,1,425
ZY140000254172,1,820
ZY140000254172,2,494
ZY140000254172,2,378
ZY140000254172,2,2987
ZY140000254172,2,2753
ZY140000254172,3,494
ZY140000254172,3,378
ZY140000254172,3,1597
ZY140000254172,3,2676
ZY140000254172,3,1728
ZY220000247599,1,494
ZY220000247599,1,378
ZY220000247599,1,2302
ZY220000247599,1,1055
ZY220000247599,1,2533
ZY220000247599,1,2603
