CUSTOMER_ID,ORDER_NUMBER,MATERIAL_NUMBER
ZY220000247599,1,1374
ZY220000247599,1,1000
ZY220000247599,1,2317
ZY220000247599,1,1338
ZY220000247599,1,838
ZY220000247599,1,916
ZY220000247599,1,335
ZY220000247599,1,1775
ZY220000247599,1,2001
ZY220000247599,1,483
ZY220000247599,1,1556
ZY220000247599,1,1384
ZY220000247599,1,1415
ZY220000247599,1,2750
ZY220000247599,2,494
ZY220000247599,2,378
ZY220000247599,2,1997
ZY220000247599,2,1868
ZY220000247599,3,494
ZY220000247599,3,378
ZY220000247599,3,1597
ZY220000247599,3,1157
ZY220000247599,3,286
ZY220000247599,4,1982
ZY220000247599,4,2671
ZY220000247599,4,154
ZY220000247599,4,1982
ZY220000247599,4,1652
ZY220000247599,4,1728
ZY220000247599,4,494
ZY220000247599,4,378
ZY220000247599,4,1597
ZY220000247599,4,1157
ZY220000247599,4,154
ZY220000247599,5,1597
ZY220000247599,5,1597
ZY220000247599,5,837
ZY220000247599,5,1382
ZY220000247599,5,2671
ZY220000247599,5,1188
ZY220000247599,5,1576
ZY220000247599,5,1597
ZY220000247599,5,1838
ZY220000247599,5,1576
ZY220000247599,5,1597
ZY220000247599,5,1982
ZY220000247599,5,2671
ZY220000247599,5,805
ZY220000247599,5,2164
ZY220000247599,5,494
ZY220000247599,5,378
ZY220000247599,5,1597
ZY220000247599,5,1157
ZY220000247599,5,154
ZY220000247599,5,2066
ZY220000247599,6,1597
ZY220000247599,6,1597
ZY220000247599,6,837
ZY220000247599,6,1382
ZY220000247599,6,1576
ZY220000247599,6,1597
ZY220000247599,6,1838
ZY220000247599,6,1982
ZY220000247599,6,1597
ZY220000247599,6,2676
ZY220000247599,6,1597
ZY220000247599,6,494
ZY220000247599,6,378
ZY220000247599,6,1597
ZY220000247599,6,1157
ZY220000247599,6,154
ZY220000247599,6,2066
ZY790000166843,1,1550
ZY790000166843,1,811
ZY790000166843,1,1384
ZY790000166843,1,494
ZY790000166843,1,378
ZY790000166843,1,286
ZY790000166843,1,1677
ZY790000166843,1,2629
ZY790000166843,1,2483
ZY790000166843,1,1780
ZY790000166843,2,2035
ZY790000166843,2,2302
ZY790000166843,2,1055
ZY790000166843,2,2533
ZY790000166843,2,2603
ZY790000166843,2,1000
ZY790000166843,2,1775
ZY790000166843,2,2001
ZY790000166843,2,494
ZY790000166843,2,378
ZY790000166843,2,286
ZY790000166843,2,2317
ZY790000166843,2,2030
ZY790000166843,2,335
ZY790000166843,2,1864
ZY790000166843,2,2751
ZY790000166843,2,2976
ZY790000166843,2,2707
ZY790000166843,3,494
ZY790000166843,3,378
ZY790000166843,3,286
ZY790000166843,4,494
ZY790000166843,4,378
ZY790000166843,4,286
ZY790000166843,4,1728
ZY110000218623,1,2533
ZY110000218623,1,431
ZY110000218623,1,2603
ZY110000218623,1,2001
ZY110000218623,1,335
ZY110000218623,1,1171
ZY110000218623,1,1000
ZY110000218623,1,916
ZY110000218623,1,1879
ZY110000218623,1,51
ZY110000218623,1,1838
ZY110000218623,1,494
ZY110000218623,1,378
ZY110000218623,1,1055
ZY110000218623,2,363
ZY110000218623,2,928
ZY110000218623,2,198
ZY110000218623,2,1838
ZY110000218623,2,1237
ZY110000218623,2,1180
ZY110000218623,2,1597
ZY110000218623,2,2164
ZY110000218623,2,2671
ZY110000218623,2,2191
ZY110000218623,2,2006
ZY110000218623,2,1597
ZY110000218623,2,1597
ZY110000218623,2,2066
ZY110000218623,2,1597
ZY110000218623,2,1597
ZY110000218623,2,837
ZY110000218623,2,1597
ZY110000218623,2,1576
ZY110000218623,2,233
ZY110000218623,2,1597
ZY110000218623,2,805
ZY110000218623,2,494
ZY110000218623,2,378
ZY110000218623,3,2164
ZY110000218623,3,2671
ZY110000218623,3,2191
ZY110000218623,3,2006
ZY110000218623,3,1597
ZY110000218623,3,2066
ZY110000218623,3,1597
ZY110000218623,3,1597
ZY110000218623,3,837
ZY110000218623,3,233
ZY110000218623,3,805
ZY110000218623,3,494
ZY110000218623,3,378
ZY110000218623,4,2671
ZY110000218623,4,2191
ZY110000218623,4,2006
ZY110000218623,4,1597
ZY110000218623,4,2066
ZY110000218623,4,1597
ZY110000218623,4,1597
ZY110000218623,4,837
ZY110000218623,4,233
ZY110000218623,4,568
ZY110000218623,4,1728
ZY110000218623,4,494
ZY110000218623,4,378
ZY110000218623,5,2006
ZY110000218623,5,568
ZY110000218623,5,494
ZY110000218623,5,378
ZY110000218623,6,2006
ZY110000218623,6,568
ZY110000218623,6,494
ZY110000218623,6,378
ZY110000218623,7,2006
ZY110000218623,7,568
ZY110000218623,7,494
ZY110000218623,7,378
ZY110000218623,8,2006
ZY110000218623,8,568
ZY110000218623,8,494
ZY110000218623,8,378
ZY110000218623,9,2006
ZY110000218623,9,1597
ZY110000218623,9,363
ZY110000218623,9,928
ZY110000218623,9,1597
ZY110000218623,9,2066
ZY110000218623,9,1597
ZY110000218623,9,1255
ZY110000218623,9,1597
ZY110000218623,9,837
ZY110000218623,9,2671
ZY110000218623,9,2191
ZY110000218623,9,1597
ZY110000218623,9,1838
ZY110000218623,9,1576
ZY110000218623,9,1597
ZY110000218623,9,1576
ZY110000218623,9,568
ZY110000218623,9,805
ZY110000218623,9,2164
ZY110000218623,9,494
ZY110000218623,9,378
ZY150000215879,1,1055
ZY150000215879,1,2533
ZY150000215879,1,2001
ZY150000215879,1,1171
ZY150000215879,1,2035
ZY150000215879,1,431
ZY150000215879,1,2603
ZY150000215879,1,347
ZY150000215879,1,494
ZY150000215879,1,378
ZY150000215879,1,916
ZY150000215879,1,1384
ZY150000215879,1,1590
ZY150000215879,1,2629
ZY150000215879,1,2596
ZY150000215879,1,2483
ZY150000215879,1,2383
ZY150000215879,2,1597
ZY150000215879,2,2382
ZY150000215879,2,2045
ZY150000215879,2,1597
ZY150000215879,2,494
ZY150000215879,2,378
ZY150000215879,3,494
ZY150000215879,3,378
ZY100000298808,1,378
ZY100000298808,1,1055
ZY100000298808,1,2533
ZY100000298808,1,2317
ZY100000298808,1,335
ZY100000298808,1,2001
ZY100000298808,1,2302
ZY100000298808,1,2035
ZY100000298808,1,916
ZY100000298808,1,2596
ZY100000298808,1,2629
ZY100000298808,1,1550
ZY100000298808,1,2483
ZY100000298808,1,1677
ZY100000298808,1,1177
ZY100000298808,1,1384
ZY100000298808,1,494
ZY100000298808,2,378
ZY100000298808,2,286
ZY100000298808,2,494
ZY100000298808,3,378
ZY100000298808,3,286
ZY100000298808,3,150
ZY100000298808,3,494
ZY100000298808,4,378
ZY100000298808,4,286
ZY100000298808,4,150
ZY100000298808,4,494
ZY100000298808,5,378
ZY100000298808,5,286
ZY100000298808,5,150
ZY100000298808,5,494
ZY100000298808,6,378
ZY100000298808,6,286
ZY100000298808,6,150
ZY100000298808,6,1728
ZY100000298808,6,494
ZY300000212577,1,494
ZY300000212577,1,378
ZY300000212577,1,1011
ZY300000212577,1,390
ZY300000212577,1,2671
ZY300000212577,1,1597
ZY300000212577,1,2045
ZY300000212577,1,2382
ZY300000212577,1,805
ZY300000212577,2,494
ZY300000212577,2,378
ZY300000212577,2,1728
ZY300000212577,3,494
ZY300000212577,3,378
ZY300000212577,4,494
ZY300000212577,4,378
ZY260000254305,1,1597
ZY260000254305,1,2676
ZY260000254305,1,2035
ZY260000254305,1,494
ZY260000254305,1,378
ZY260000254305,1,1177
ZY260000254305,1,1597
ZY260000254305,1,3020
ZY260000254305,1,2774
ZY260000254305,2,494
ZY260000254305,2,378
ZY260000254305,3,1096
ZY260000254305,3,1864
ZY260000254305,3,494
ZY260000254305,3,378
ZY260000254305,4,494
ZY260000254305,4,378
ZY260000254305,5,494
ZY260000254305,5,378
ZY260000254305,6,494
ZY260000254305,6,378
ZY260000254305,7,494
ZY260000254305,7,378
ZY260000254305,8,1177
ZY260000254305,8,494
ZY260000254305,8,378
ZY260000254305,9,494
ZY260000254305,9,378
ZY260000254305,10,1245
ZY260000254305,10,1728
ZY260000254305,10,494
ZY260000254305,10,378
ZY220000244181,1,494
ZY220000244181,1,378
ZY220000244181,1,820
ZY220000244181,2,494
ZY220000244181,2,378
ZY220000244181,3,494
ZY220000244181,3,378
ZY220000244181,4,1775
ZY220000244181,4,2001
ZY220000244181,4,335
ZY220000244181,4,494
ZY220000244181,4,378
ZY220000244181,4,1338
ZY220000244181,4,838
ZY220000244181,4,1055
ZY220000244181,4,2533
ZY220000244181,4,2603
ZY220000244181,4,1000
ZY220000244181,4,51
ZY220000244181,4,2317
ZY220000244181,4,1374
ZY220000244181,4,2035
ZY220000244181,4,1171
ZY220000244181,4,3202
ZY220000244181,4,2707
ZY220000244181,4,2847
ZY220000244181,4,2688
ZY220000244181,5,494
ZY220000244181,5,378
ZY220000244181,6,494
ZY220000244181,6,378
ZY220000244181,7,1562
ZY220000244181,7,1597
ZY220000244181,7,494
ZY220000244181,7,378
ZY220000244181,7,2382
ZY220000244181,7,1576
ZY220000244181,7,1597
ZY220000244181,7,1728
ZY390000252020,1,2629
ZY390000252020,1,2483
ZY390000252020,1,1677
ZY390000252020,1,1384
ZY390000252020,1,494
ZY390000252020,1,378
ZY390000252020,1,2035
ZY390000252020,1,1846
ZY390000252020,1,1055
ZY390000252020,1,2533
ZY390000252020,1,2317
ZY390000252020,1,1000
ZY390000252020,1,51
ZY390000252020,1,2302
ZY390000252020,1,2001
ZY390000252020,1,1644
ZY390000252020,1,347
ZY390000252020,1,335
ZY390000252020,1,1338
ZY390000252020,1,2596
ZY390000252020,1,1864
ZY390000252020,1,947
ZY390000252020,1,1677
ZY390000252020,2,494
ZY390000252020,2,378
ZY390000252020,2,2739
ZY390000252020,2,2688
ZY390000252020,3,494
ZY390000252020,3,378
ZY390000252020,4,494
ZY390000252020,4,378
ZY390000252020,4,1256
ZY390000252020,4,2182
ZY390000252020,4,1597
ZY390000252020,4,494
ZY390000252020,4,378
ZY390000252020,4,957
ZY390000252020,4,1597
ZY390000252020,4,286
ZY390000252020,4,1597
ZY390000252020,4,472
ZY390000252020,5,494
ZY390000252020,5,378
ZY390000252020,5,957
ZY390000252020,5,1597
ZY390000252020,5,286
ZY390000252020,5,1597
ZY390000252020,6,494
ZY390000252020,6,378
ZY390000252020,6,957
ZY390000252020,6,1597
ZY390000252020,6,286
ZY390000252020,6,1597
ZY390000252020,7,494
ZY390000252020,7,378
ZY390000252020,7,957
ZY390000252020,7,1597
ZY390000252020,7,286
ZY390000252020,7,1597
ZY390000252020,8,494
ZY390000252020,8,378
ZY390000252020,8,957
ZY390000252020,8,1597
ZY390000252020,8,286
ZY390000252020,8,1597
ZY390000252020,9,494
ZY390000252020,9,378
ZY390000252020,9,957
ZY390000252020,9,1597
ZY390000252020,9,286
ZY390000252020,9,1597
ZY390000252020,9,1489
ZY390000252020,9,1650
ZY390000252020,9,1962
ZY390000252020,9,1683
ZY390000252020,9,591
ZY390000252020,9,1086
ZY390000252020,10,1086
ZY390000252020,10,1597
ZY390000252020,10,1553
ZY390000252020,10,2388
ZY390000252020,10,1597
ZY390000252020,10,1576
ZY390000252020,10,1597
ZY390000252020,10,911
ZY390000252020,10,1597
ZY390000252020,10,957
ZY390000252020,10,1597
ZY390000252020,10,591
ZY390000252020,10,1597
ZY390000252020,10,815
ZY390000252020,10,2102
ZY390000252020,10,382
ZY390000252020,10,2233
ZY390000252020,10,1392
ZY390000252020,10,2494
ZY390000252020,10,427
ZY390000252020,10,2591
ZY390000252020,10,2245
ZY390000252020,10,494
ZY390000252020,10,378
ZY390000252020,10,957
ZY390000252020,10,1597
ZY390000252020,10,286
ZY390000252020,10,1597
ZY390000252020,10,1823
ZY390000252020,10,1749
ZY390000252020,10,2470
ZY390000252020,10,281
ZY390000252020,11,382
ZY390000252020,11,2233
ZY390000252020,11,1392
ZY390000252020,11,2494
ZY390000252020,11,427
ZY390000252020,11,2591
ZY390000252020,11,2245
ZY390000252020,11,286
ZY390000252020,11,1597
ZY390000252020,11,957
ZY390000252020,11,1597
ZY390000252020,11,911
ZY390000252020,11,1597
ZY390000252020,11,1597
ZY390000252020,11,1259
ZY390000252020,11,378
ZY390000252020,12,382
ZY390000252020,12,2233
ZY390000252020,12,2591
ZY390000252020,12,2245
ZY390000252020,12,286
ZY390000252020,12,1597
ZY390000252020,12,957
ZY390000252020,12,1597
ZY390000252020,12,911
ZY390000252020,12,1597
ZY390000252020,12,1259
ZY390000252020,12,378
ZY390000252020,12,1635
ZY390000252020,12,1635
ZY390000252020,13,382
ZY390000252020,13,2233
ZY390000252020,13,286
ZY390000252020,13,1597
ZY390000252020,13,957
ZY390000252020,13,1597
ZY390000252020,13,911
ZY390000252020,13,1597
ZY390000252020,13,1259
ZY390000252020,13,378
ZY390000252020,14,382
ZY390000252020,14,2233
ZY390000252020,14,286
ZY390000252020,14,1597
ZY390000252020,14,957
ZY390000252020,14,1597
ZY390000252020,14,911
ZY390000252020,14,1597
ZY390000252020,14,1259
ZY390000252020,14,378
ZY390000252020,15,382
ZY390000252020,15,2233
ZY390000252020,15,286
ZY390000252020,15,1597
ZY390000252020,15,957
ZY390000252020,15,1597
ZY390000252020,15,911
ZY390000252020,15,1597
ZY390000252020,15,1259
ZY390000252020,15,378
ZY390000252020,15,1635
ZY390000252020,15,1635
ZY390000252020,16,382
ZY390000252020,16,2233
ZY390000252020,16,286
ZY390000252020,16,1597
ZY390000252020,16,957
ZY390000252020,16,1597
ZY390000252020,16,911
ZY390000252020,16,1597
ZY390000252020,16,1259
ZY390000252020,16,378
ZY390000252020,16,1728
ZY730000202743,1,1562
ZY730000202743,1,378
ZY730000202743,1,494
ZY730000202743,1,1597
ZY730000202743,1,2045
ZY730000202743,1,1728
ZY730000202743,2,1562
ZY730000202743,2,378
ZY730000202743,2,494
ZY730000202743,3,1562
ZY730000202743,3,378
ZY730000202743,3,494
ZY730000202743,4,1562
ZY730000202743,4,378
ZY730000202743,4,494
ZY730000202743,5,1562
ZY730000202743,5,378
ZY730000202743,5,494
ZY730000202743,6,1562
ZY730000202743,6,378
ZY730000202743,6,494
ZY730000202743,7,1562
ZY730000202743,7,378
ZY730000202743,7,494
ZY180000265059,1,2596
ZY180000265059,1,2629
ZY180000265059,1,2483
ZY180000265059,1,1550
ZY180000265059,1,494
ZY180000265059,1,378
ZY180000265059,1,1597
ZY180000265059,1,1255
ZY180000265059,1,286
ZY180000265059,1,1055
ZY180000265059,1,2533
ZY180000265059,1,1000
ZY180000265059,1,2001
ZY180000265059,1,2317
ZY180000265059,1,335
ZY180000265059,1,1374
ZY180000265059,1,2035
ZY180000265059,1,1171
ZY180000265059,1,2383
ZY180000265059,1,2397
ZY180000265059,1,1868
ZY180000265059,1,1864
ZY180000265059,2,494
ZY180000265059,2,378
ZY180000265059,2,1597
ZY180000265059,2,1255
ZY180000265059,2,286
ZY180000265059,2,1263
ZY180000265059,2,1263
ZY180000265059,3,494
ZY180000265059,3,378
ZY180000265059,3,1597
ZY180000265059,3,1255
ZY180000265059,3,286
ZY180000265059,3,1263
ZY180000265059,4,494
ZY180000265059,4,378
ZY180000265059,4,1597
ZY180000265059,4,1255
ZY180000265059,4,286
ZY180000265059,4,1263
ZY180000265059,5,494
ZY180000265059,5,378
ZY180000265059,5,1597
ZY180000265059,5,1255
ZY180000265059,5,286
ZY180000265059,5,1263
ZY180000265059,6,494
ZY180000265059,6,378
ZY180000265059,6,1597
ZY180000265059,6,1255
ZY180000265059,6,286
ZY180000265059,6,1263
ZY180000265059,7,494
ZY180000265059,7,378
ZY180000265059,7,1597
ZY180000265059,7,1255
ZY180000265059,7,286
ZY180000265059,7,1263
ZY180000265059,8,494
ZY180000265059,8,378
ZY180000265059,8,1597
ZY180000265059,8,1255
ZY180000265059,8,286
ZY180000265059,8,1263
ZY180000265059,8,1263
ZY180000265059,9,494
ZY180000265059,9,378
ZY180000265059,9,1597
ZY180000265059,9,1255
ZY180000265059,9,286
ZY180000265059,9,1263
ZY180000265059,10,494
ZY180000265059,10,378
ZY180000265059,10,1597
ZY180000265059,10,1255
ZY180000265059,10,286
ZY180000265059,10,1263
ZY180000265059,11,494
ZY180000265059,11,378
ZY180000265059,11,1597
ZY180000265059,11,1255
ZY180000265059,11,286
ZY180000265059,11,1263
ZY180000265059,12,494
ZY180000265059,12,378
ZY180000265059,12,1597
ZY180000265059,12,1255
ZY180000265059,12,286
ZY180000265059,12,1263
ZY180000265059,13,494
ZY180000265059,13,378
ZY180000265059,13,1597
ZY180000265059,13,1255
ZY180000265059,13,286
ZY180000265059,13,1263
ZY180000265059,14,494
ZY180000265059,14,378
ZY180000265059,14,1597
ZY180000265059,14,1255
ZY180000265059,14,286
ZY180000265059,14,1263
ZY180000265059,14,1728
ZY850000156229,1,286
ZY850000156229,1,938
ZY850000156229,1,1764
ZY850000156229,1,2302
ZY850000156229,1,1338
ZY850000156229,1,2035
ZY850000156229,1,916
ZY850000156229,1,2547
ZY850000156229,1,1384
ZY850000156229,1,494
ZY850000156229,1,378
ZY850000156229,1,1055
ZY850000156229,1,2533
ZY850000156229,1,335
ZY850000156229,1,51
ZY850000156229,1,2317
ZY850000156229,1,733
ZY850000156229,1,2001
ZY850000156229,1,1000
ZY850000156229,1,1374
ZY850000156229,1,2603
ZY850000156229,2,286
ZY850000156229,2,938
ZY850000156229,2,1764
ZY850000156229,2,494
ZY850000156229,2,378
ZY850000156229,3,286
ZY850000156229,3,938
ZY850000156229,3,1764
ZY850000156229,3,1760
ZY850000156229,3,1728
ZY850000156229,3,938
ZY850000156229,3,1212
ZY850000156229,3,2528
ZY850000156229,3,2528
ZY850000156229,3,494
ZY850000156229,3,378
ZY850000156229,3,3035
ZY850000156229,4,938
ZY850000156229,4,1764
ZY850000156229,4,1760
ZY850000156229,4,1212
ZY850000156229,4,2528
ZY850000156229,4,2528
ZY850000156229,4,494
ZY850000156229,4,378
ZY340000225015,1,494
ZY340000225015,1,378
ZY340000225015,1,1597
ZY340000225015,1,286
ZY340000225015,1,1055
ZY340000225015,1,2533
ZY340000225015,1,2317
ZY340000225015,1,2035
ZY340000225015,1,1171
ZY340000225015,2,494
ZY340000225015,2,378
ZY340000225015,2,1597
ZY340000225015,2,286
ZY340000225015,3,494
ZY340000225015,3,378
ZY340000225015,3,1597
ZY340000225015,3,286
ZY340000225015,4,494
ZY340000225015,4,378
ZY340000225015,4,1597
ZY340000225015,4,286
ZY340000225015,4,1597
ZY340000225015,4,2676
ZY340000225015,4,2739
ZY340000225015,4,3202
ZY210000221618,1,378
ZY210000221618,1,2035
ZY210000221618,1,2302
ZY210000221618,1,1338
ZY210000221618,1,1055
ZY210000221618,1,2533
ZY210000221618,1,2603
ZY210000221618,1,1000
ZY210000221618,1,2317
ZY210000221618,1,1374
ZY210000221618,1,347
ZY210000221618,1,1256
ZY210000221618,1,483
ZY210000221618,1,2596
ZY210000221618,1,673
ZY210000221618,1,1677
ZY210000221618,1,916
ZY210000221618,1,1259
ZY210000221618,2,378
ZY210000221618,2,1510
ZY210000221618,2,1259
ZY210000221618,2,3121
ZY210000221618,2,3203
ZY210000221618,2,2993
ZY210000221618,2,2726
ZY210000221618,2,2970
ZY210000221618,2,3014
ZY210000221618,2,2969
ZY210000221618,2,2847
ZY210000221618,2,2745
ZY210000221618,2,2688
ZY210000221618,3,378
ZY210000221618,3,1259
ZY210000221618,4,378
ZY210000221618,4,1259
ZY210000221618,5,378
ZY210000221618,5,1259
ZY210000221618,6,378
ZY210000221618,6,1259
ZY210000221618,7,378
ZY210000221618,7,1259
ZY210000221618,8,378
ZY210000221618,8,1259
ZY210000221618,9,378
ZY210000221618,9,1113
ZY210000221618,9,1259
ZY210000221618,9,1650
ZY210000221618,9,1509
ZY210000221618,9,1383
ZY210000221618,9,988
ZY210000221618,9,8
ZY210000221618,9,1506
ZY210000221618,9,981
ZY210000221618,9,535
ZY210000221618,9,528
ZY210000221618,9,1961
ZY210000221618,9,1597
ZY210000221618,9,2671
ZY210000221618,9,107
ZY210000221618,9,2255
ZY030000236594,1,2651
ZY030000236594,1,2001
ZY030000236594,1,2317
ZY030000236594,1,335
ZY030000236594,1,916
ZY030000236594,1,1384
ZY030000236594,1,2596
ZY030000236594,1,1943
ZY030000236594,1,37
ZY030000236594,1,1677
ZY030000236594,1,1562
ZY030000236594,1,494
ZY030000236594,1,378
ZY030000236594,1,1171
ZY030000236594,1,2035
ZY030000236594,1,1055
ZY030000236594,1,2533
ZY030000236594,1,431
ZY030000236594,1,2603
ZY030000236594,1,1000
ZY030000236594,2,649
ZY030000236594,2,2671
ZY030000236594,2,2551
ZY030000236594,2,1957
ZY030000236594,2,2671
ZY030000236594,2,105
ZY030000236594,2,494
ZY030000236594,2,378
ZY030000236594,3,2671
ZY030000236594,3,2551
ZY030000236594,3,1957
ZY030000236594,3,2671
ZY030000236594,3,105
ZY030000236594,3,494
ZY030000236594,3,378
ZY030000236594,4,2671
ZY030000236594,4,2551
ZY030000236594,4,1957
ZY030000236594,4,2671
ZY030000236594,4,105
ZY030000236594,4,494
ZY030000236594,4,378
ZY030000236594,5,2671
ZY030000236594,5,2551
ZY030000236594,5,1957
ZY030000236594,5,2671
ZY030000236594,5,105
ZY030000236594,5,494
ZY030000236594,5,378
ZY030000236594,6,2671
ZY030000236594,6,2551
ZY030000236594,6,1957
ZY030000236594,6,2671
ZY030000236594,6,105
ZY030000236594,6,494
ZY030000236594,6,378
ZY030000236594,7,2671
ZY030000236594,7,2551
ZY030000236594,7,1957
ZY030000236594,7,2671
ZY030000236594,7,105
ZY030000236594,7,494
ZY030000236594,7,378
ZY030000236594,8,2671
ZY030000236594,8,2551
ZY030000236594,8,1957
ZY030000236594,8,2671
ZY030000236594,8,105
ZY030000236594,8,494
ZY030000236594,8,378
ZY030000236594,9,2671
ZY030000236594,9,2551
ZY030000236594,9,1957
ZY030000236594,9,2671
ZY030000236594,9,105
ZY030000236594,9,494
ZY030000236594,9,378
ZY030000236594,10,2671
ZY030000236594,10,2551
ZY030000236594,10,1957
ZY030000236594,10,2671
ZY030000236594,10,105
ZY030000236594,10,494
ZY030000236594,10,378
ZY460000215522,1,378
ZY460000215522,1,494
ZY460000215522,1,1728
ZY460000215522,1,1562
ZY460000215522,2,378
ZY460000215522,2,494
ZY460000215522,2,1597
ZY460000215522,2,2045
ZY460000215522,2,1562
ZY460000215522,3,378
ZY460000215522,3,494
ZY460000215522,3,1597
ZY460000215522,3,2045
ZY460000215522,3,1562
ZY290000209471,1,1562
ZY290000209471,1,1362
ZY290000209471,1,2596
ZY290000209471,1,2629
ZY290000209471,1,2483
ZY290000209471,1,2471
ZY290000209471,1,1677
ZY290000209471,1,1177
ZY290000209471,1,494
ZY290000209471,1,378
ZY290000209471,2,494
ZY290000209471,2,378
ZY290000209471,2,1055
ZY290000209471,2,1171
ZY290000209471,2,2533
ZY290000209471,2,431
ZY290000209471,2,2603
ZY290000209471,2,2001
ZY290000209471,2,2317
ZY290000209471,3,494
ZY290000209471,3,378
ZY290000209471,4,494
ZY290000209471,4,378
ZY290000209471,4,286
ZY290000209471,4,1728
ZY130000265184,1,494
ZY130000265184,1,378
ZY130000265184,2,494
ZY130000265184,2,378
ZY130000265184,2,2382
ZY130000265184,2,1597
ZY130000265184,2,2045
ZY130000265184,2,1597
ZY130000265184,2,633
ZY130000265184,3,494
ZY130000265184,3,378
ZY130000265184,3,633
ZY230000132752,1,494
ZY230000132752,1,378
ZY230000132752,1,2035
ZY230000132752,1,1846
ZY230000132752,1,1055
ZY230000132752,1,2533
ZY230000132752,1,1652
ZY230000132752,1,2317
ZY230000132752,1,1000
ZY230000132752,1,51
ZY230000132752,1,2001
ZY230000132752,1,916
ZY230000132752,1,335
ZY230000132752,1,154
ZY230000132752,1,154
ZY230000132752,2,1335
ZY230000132752,2,1728
ZY230000132752,2,494
ZY230000132752,2,378
ZY230000132752,2,154
ZY230000132752,2,154
ZY230000132752,2,1335
ZY230000132752,3,1335
ZY230000132752,3,1846
ZY230000132752,3,1335
ZY230000132752,3,494
ZY230000132752,3,378
ZY230000132752,3,154
ZY230000132752,3,154
ZY230000132752,3,1335
ZY230000132752,4,1335
ZY230000132752,4,1335
ZY230000132752,4,494
ZY230000132752,4,378
ZY230000132752,4,154
ZY230000132752,4,154
ZY230000132752,4,1335
ZY230000132752,5,1335
ZY230000132752,5,1335
ZY230000132752,5,494
ZY230000132752,5,378
ZY230000132752,5,154
ZY080000299879,1,494
ZY080000299879,1,378
ZY080000299879,1,1384
ZY080000299879,1,1677
ZY080000299879,1,1786
ZY080000299879,1,2483
ZY080000299879,1,1943
ZY080000299879,1,2634
ZY080000299879,1,1055
ZY080000299879,1,2533
ZY080000299879,1,431
ZY080000299879,1,2603
ZY080000299879,1,1000
ZY080000299879,1,2001
ZY080000299879,1,2317
ZY080000299879,1,802
ZY080000299879,1,2035
ZY080000299879,2,1597
ZY080000299879,2,1597
ZY080000299879,2,2382
ZY080000299879,2,2045
ZY080000299879,2,1597
ZY080000299879,2,805
ZY080000299879,3,1597
ZY100000146481,1,494
ZY100000146481,1,378
ZY100000146481,1,286
ZY100000146481,1,2035
ZY100000146481,1,1775
ZY100000146481,1,2001
ZY100000146481,1,335
ZY100000146481,2,494
ZY100000146481,2,378
ZY100000146481,2,286
ZY100000146481,3,494
ZY100000146481,3,378
ZY100000146481,3,286
ZY100000146481,4,494
ZY100000146481,4,378
ZY100000146481,4,286
ZY100000146481,5,494
ZY100000146481,5,378
ZY100000146481,5,286
ZY100000146481,6,494
ZY100000146481,6,378
ZY100000146481,6,286
ZY100000146481,7,494
ZY100000146481,7,378
ZY100000146481,7,286
ZY100000146481,8,494
ZY100000146481,8,378
ZY100000146481,8,286
ZY100000146481,9,494
ZY100000146481,9,378
ZY100000146481,9,286
ZY100000146481,10,494
ZY100000146481,10,378
ZY100000146481,10,286
ZY100000146481,10,1597
ZY100000146481,10,2045
ZY100000146481,10,1597
ZY100000146481,10,2382
ZY100000146481,10,805
ZY100000146481,10,1597
ZY100000146481,10,1576
ZY100000146481,10,1728
ZY120000236836,1,2317
ZY120000236836,1,335
ZY120000236836,1,1171
ZY120000236836,1,1390
ZY120000236836,1,1055
ZY120000236836,1,2533
ZY120000236836,1,2001
ZY120000236836,1,494
ZY120000236836,1,378
ZY120000236836,1,1562
ZY120000236836,1,1096
ZY120000236836,1,286
ZY120000236836,1,1597
ZY120000236836,1,1390
ZY120000236836,2,494
ZY120000236836,2,378
ZY120000236836,2,1562
ZY120000236836,2,1096
ZY120000236836,2,286
ZY120000236836,2,1597
ZY120000236836,3,494
ZY120000236836,3,378
ZY120000236836,3,1562
ZY120000236836,3,1096
ZY120000236836,3,286
ZY120000236836,3,1597
ZY120000236836,4,494
ZY120000236836,4,378
ZY120000236836,4,1562
ZY120000236836,4,1096
ZY120000236836,4,286
ZY120000236836,4,1597
ZY120000236836,5,494
ZY120000236836,5,378
ZY120000236836,5,1562
ZY120000236836,5,1096
ZY120000236836,5,286
ZY120000236836,5,1597
ZY120000236836,5,286
ZY120000236836,5,1597
ZY120000236836,5,425
ZY120000236836,6,494
ZY120000236836,6,378
ZY120000236836,6,1562
ZY120000236836,6,1096
ZY120000236836,6,286
ZY120000236836,6,1597
ZY120000236836,7,494
ZY120000236836,7,378
ZY120000236836,7,1562
ZY120000236836,7,1096
ZY120000236836,7,286
ZY120000236836,7,1597
ZY120000236836,8,494
ZY120000236836,8,378
ZY120000236836,8,1562
ZY120000236836,8,1096
ZY120000236836,8,286
ZY120000236836,8,1597
ZY120000236836,8,1096
ZY120000236836,9,494
ZY120000236836,9,378
ZY120000236836,9,1562
ZY120000236836,9,1096
ZY120000236836,9,286
ZY120000236836,9,1597
ZY120000236836,9,1728
ZY120000236836,9,1096
ZY120000236836,10,494
ZY120000236836,10,378
ZY120000236836,10,1562
